episode_index,building,collector_id,language_instruction,language_instruction_2,language_instruction_3,is_episode_successful,task_index
62997,394 Franklin,52ca9b6a,Push down the lever of the toaster,Push down the toaster lever,Push the black knob on the toaster downwards,true,9538
63003,2300 Jane Ln,52ca9b6a,Put one wooden chip on top of the white bottle with a blue cap,Take the wooden block on the table of the table and put it on the blue-topped bottle,Put a wooden chip on the white bottle with a blue cap,true,34415
63005,TRI,52ca9b6a,Pick up the white and red cup from the sink and put it on the white paper towel on the kitchen counter,Remove the mug from the sink and place it on the right side of the counter.,Put the mug on the paper towel,true,34416
63007,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63007,TRI,52ca9b6a,Close the lid of the coffee making machine,Close the coffeemaker.,Close the coffee machine,true,34417
63009,TRI,52ca9b6a,"","","",false,0
63010,2300 Jane Ln,52ca9b6a,Turn the faucet on then rinse the container under it then close the the faucet,"Open the tap, pick up the lunchbox on the counter, put it under the running water, pour the water into the sink, put the lunchbox on the counter and then close the tap","Open the faucet then put the clear bowl under the running faucet and spill the water into the sink, place the bowl back on the counter and close the faucet",true,34422
63011,416 W Dana St,52ca9b6a,Move the grey cloth on the sofa,Put the blanket on the couch,Put the corner of the blanket on the back of the chair,true,34418
63012,640 Palo Alto Ave,52ca9b6a,Put the tennis ball on top of the clear cup,Pick up the green ball put it in the cup,Put the tennis ball on the top of the flipped cup,true,34419
63013,TRI,52ca9b6a,Rearrange the some of the blocks,Stack the items on the table,Unstack the three blocks on the left then stack two blocks on the right.,true,34425
63016,TRI,52ca9b6a,Remove the black object from the coffee cup on the left.,Take the black object out of the coffee cup.,move the object from the cap,true,34427
63016,640 Palo Alto Ave,52ca9b6a,Put the black measuring cup in the oven.,Put the small black pot inside the microwave,Put the black object in the oven,true,34423
63017,TRI,52ca9b6a,Pick up one white sachet from the jar and put it on the counter,Remove the one white sachet from the transparent jug,Remove a sachet from the sachets jar and put it on the counter top,true,34428
63018,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63020,416 W Dana St,52ca9b6a,"Open the cabinet door, then out the cup inside and close the cabinet door",Open the cabinet door then place the coffee cup in the cabinet and close the door.,Open the upper cabinet door then place the coffee cup in the cabinet and close the door.,true,34425
63021,TRI,52ca9b6a,"","","",false,0
63022,soft objects,52ca9b6a,"","","",true,0
63024,2300 Jane Ln,52ca9b6a,Remove the lid from the clear cup and put it on the television stand top,Remove the lid of the clear cup that is on the television stand top on the right,Pick up the clear container lid and put it on the tv stand,true,34430
63024,640 Palo Alto Ave,52ca9b6a,Move the tablecloth forwards,Push the towel further from the edge,Move the towel backwards,true,34428
63025,2479 Richard Ct,52ca9b6a,"Open the tap, pick up the green sponge and wet it with the running water, squeeze the green sponge four times and drop it into the sink","Turn the faucet on, soak the green sponge under it, and throw the green sponge into the sink","Open the tap, pick up the green sponge and wet it with the running water, squeeze the green sponge four times and drop it into the sink",true,34431
63026,416 W Dana St,52ca9b6a,"","","",true,0
63028,394 Franklin,52ca9b6a,Put the cup upright,Move the cup from the stove to the countertop,Pick up the blue cup from the right of the stove and put it on the kitchen counter to the left of the stove,true,1924
63032,2479 Richard Ct,52ca9b6a,Flip the bread knife over on the kitchen counter,Flip the knife on the countertop over,Move the knife on the counter slightly forward,true,34432
63038,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63040,TRI,52ca9b6a,Put the fork inside the bowl,Put the fork into the blue bowl,Put the white fork in the blue bowl on the right.,true,34435
63044,2300 Jane Ln,52ca9b6a,Put one wooden chip on top of the white bottle with a blue cap,Take the wooden block on the table of the table and put it on the blue-topped bottle,Put a wooden chip on the white bottle with a blue cap,true,34437
63046,TRI,52ca9b6a,Pick up the white and red cup from the sink and put it on the white paper towel on the kitchen counter,Remove the mug from the sink and place it on the right side of the counter.,Put the mug on the paper towel,true,34438
63048,TRI,52ca9b6a,Close the lid of the coffee making machine,Close the coffeemaker.,Close the coffee machine,true,34439
63050,TRI,52ca9b6a,"","","",false,0
63051,TRI,52ca9b6a,"","","",false,0
63052,416 W Dana St,52ca9b6a,Move the grey cloth on the sofa,Put the blanket on the couch,Put the corner of the blanket on the back of the chair,true,34440
63053,640 Palo Alto Ave,52ca9b6a,Put the tennis ball on top of the clear cup,Pick up the green ball put it in the cup,Put the tennis ball on the top of the flipped cup,true,34441
63057,640 Palo Alto Ave,52ca9b6a,Put the black measuring cup in the oven.,Put the small black pot inside the microwave,Put the black object in the oven,true,34445
63059,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63060,416 W Dana St,52ca9b6a,"","","",false,0
63061,416 W Dana St,52ca9b6a,"Open the cabinet door, then out the cup inside and close the cabinet door",Open the cabinet door then place the coffee cup in the cabinet and close the door.,Open the upper cabinet door then place the coffee cup in the cabinet and close the door.,true,34447
63061,TRI,52ca9b6a,Slide the tab on the dishwasher,Slide the indicator to the left to show the CLEAN label,Slide the tab on the dishwasher,true,34443
63062,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63065,640 Palo Alto Ave,52ca9b6a,Move the tablecloth forwards,Push the towel further from the edge,Move the towel backwards,true,34450
63065,416 W Dana St,52ca9b6a,Remove the grey bottle opener from the drawer and put it on the table,Remove the silver bottle opener from the drawer and put it on the table,Move the metal object from the drawer to the top of the dresser,true,34445
63067,416 W Dana St,52ca9b6a,"","","",true,0
63069,TRI,52ca9b6a,Take one spoon from the cup and place it on the table,"Remove a fork from the cup, then place it on the counter",Remove one piece of cutlery from the cup and place it on the table,true,34447
63073,2479 Richard Ct,52ca9b6a,Flip the bread knife over on the kitchen counter,Flip the knife on the countertop over,Move the knife on the counter slightly forward,true,34454
63073,640 Palo Alto Ave,52ca9b6a,Move the tap nozzle to the right then open it,"Turn the tap handle to the right, then open the tap",Push the faucet handle to the right then lift it upwards.,true,34450
63074,2479 Richard Ct,52ca9b6a,Move the spice bottle to the bottom rack,Pick up the spice bottle in front of the utensil holder and put it on the top shelf of the bottom spice rack,Put one glass jar from the counter on the second shelf from the bottom,true,34451
63077,TRI,52ca9b6a,Pick up the yellow sachet from the white plate and put it in the second top tray from the right,Move the yellow sachet from the plate to the rack,Remove the yellow sachet from the plate and put it on the top shelf of the second stand from the right,true,34454
63079,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63079,TRI,52ca9b6a,Open the tap faucet,Open and close the tap,Turn the faucet on and off,true,659
63080,394 Franklin,52ca9b6a,"","","",false,0
63081,TRI,52ca9b6a,Put the fork inside the bowl,Put the fork into the blue bowl,Put the white fork in the blue bowl on the right.,true,34457
63081,2479 Richard Ct,52ca9b6a,"","","",true,0
63083,780 Shary Ave,52ca9b6a,Pick up the scissors from the open drawer and put it on the gray bowl,Place the black and red pair of scissors on the bowl,Put one pair of scissors on the bowl,true,34455
63088,416 W Dana St,52ca9b6a,Remove the purple cup from the bottom shelf of the right cabinet and put it on the table,Remove the purple cup from the cabinet on the right and place it on the counter.,Remove the pink cup from the cabinet,true,34457
63090,394 Franklin,52ca9b6a,Move the black cable forward,Move the black cable forward,Move the black cable a little forward on the chest of drawers surface,true,34458
63092,TRI,52ca9b6a,"","","",false,0
63096,640 Palo Alto Ave,52ca9b6a,"","","",true,0
63098,TRI,52ca9b6a,Put the yellow bowl on top of the paper cup,Put the yellow bowl on the paper cup,Put the yellow bowl on top of the paper cup,true,34463
63101,416 W Dana St,52ca9b6a,"","","",false,0
63102,TRI,52ca9b6a,Slide the tab on the dishwasher,Slide the indicator to the left to show the CLEAN label,Slide the tab on the dishwasher,true,34465
63103,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63103,2300 Jane Ln,52ca9b6a,"Lift the opaque cup, pour its content into the silver cup and then put the silver cup in the opaque cup","Lift the cup to the left , pour its content into the silver cup and the put the silver cup in the cup to the left","Pick up the clear up and pour its contents into the silver cup, pick up the silver cup and put it in the clear cup",true,34466
63106,416 W Dana St,52ca9b6a,Remove the grey bottle opener from the drawer and put it on the table,Remove the silver bottle opener from the drawer and put it on the table,Move the metal object from the drawer to the top of the dresser,true,34467
63107,780 Shary Ave,52ca9b6a,Pick up the white and red packet on the pulled out shelf and move it a little to the left,Move the packet on the drawer to the left,Move the red and white packet to the left slightly,true,34468
63110,TRI,52ca9b6a,Take one spoon from the cup and place it on the table,"Remove a fork from the cup, then place it on the counter",Remove one piece of cutlery from the cup and place it on the table,true,34469
63111,640 Palo Alto Ave,52ca9b6a,"","","",false,0
63114,640 Palo Alto Ave,52ca9b6a,Move the tap nozzle to the right then open it,"Turn the tap handle to the right, then open the tap",Push the faucet handle to the right then lift it upwards.,true,34472
63115,2479 Richard Ct,52ca9b6a,Move the spice bottle to the bottom rack,Pick up the spice bottle in front of the utensil holder and put it on the top shelf of the bottom spice rack,Put one glass jar from the counter on the second shelf from the bottom,true,34473
